entries|examples|translation|nwords|counter|firsttime|lasttime
stolz|Ich bin stolz auf dich. Das hast du sehr gut gemacht.|I'm proud of you. You have done that very well. |1|0|never|never
stoppen, stoppt, stoppte, hat gestoppt|Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gefahren bin.|The police stopped me because I drove at red over the traffic light. |4|0|never|never
stören, stört, störte, hat gestört|1. Darf ich Sie einen Augenblick stören? 2. Du kannst das Radio anlassen. Das stört mich nicht.|1. May I disturb you for a moment? 2. You can start the radio. I do not mind. |4|0|never|never
die Störung, -en|Entschuldigen Sie bitte die Störung.|Please excuse the fault. |2|0|never|never
(sich) stoßen, stößt, stieß, hat gestoßen|Wie haben Sie sich denn verletzt? – Ich habe mich an der Autotür gestoßen.|How did you hurt yourself? - I came across the car door. |4|0|never|never
die Strafe, -n|Schwarzfahren kostet 60 Euro Strafe.|Black driving costs 60 euros punishment. |2|0|never|never
strafbar|Was du da machst, ist strafbar.|What you do there is punishable. |1|0|never|never
der Strafzettel, -|So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.|Bad luck! I've parked once and get a ticket immediately. |2|0|never|never
der Strand, ¨-e|Im Urlaub bin ich am liebsten am Strand.|On vacation I prefer to be on the beach. |2|0|never|never
die Straße, -n|1. Wir wohnen in einer sehr kleinen Straße. 2. Unser Haus ist eine Straße weiter.|1. We live in a very small street. 2. Our house is a street. |2|0|never|never
die Straßenbahn, -en (D, A) → CH: Tram|Fahren wir mit der Straßenbahn oder der U-Bahn?|Are we traveling by tram or subway? |3|0|never|never
die Strecke, -n|1. Sind Sie die ganze Strecke zu Fuß gegangen? 2. Auf der Strecke München – Salzburg: 8 km Stau. 3. Ich möchte nach Hamburg fahren. Können Sie mir sagen, welche Strecke am besten ist?|1. Are you walking the whole route? 2. On the route Munich - Salzburg: 8 km traffic jam. 3. I want to go to Hamburg. Can you tell me which route is best? |2|0|never|never
das Streichholz, ¨-er → Zündholz; A: Zünder|Ich hätte gern eine Schachtel Streichhölzer.|I would like a box of matches. |2|0|never|never
streiken, streikt, streikte, hat gestreikt|Die Arbeiter streiken für höhere Löhne.|The workers strike for higher wages. |4|0|never|never
der Streik, -s|Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.|There was a strike at the airport. That's why our machine had delay. |2|0|never|never
(sich) streiten, streitet, stritt, hat gestritten|Die Kinder streiten sich oft.|The children often argue. |4|0|never|never
der Streit|Ich möchte keinen Streit mit den Nachbarn.|I do not want a quarrel with the neighbors. |1|0|never|never
streng|Unsere Tochter hat einen sehr strengen Lehrer.|Our daughter has a very strict teacher. |1|0|never|never
der Stress|Ich habe bei der Arbeit viel Stress.|I have a lot of stress at work. |1|0|never|never
der Strom|Wie kann ich im Haushalt Strom sparen?|How can I save electricity in the household? |1|0|never|never
der Strumpf, ¨-e|Wo sind meine roten Strümpfe?|Where are my red stockings? |2|0|never|never
das Stück/-stück, -e|1. Ich nehme zwei Stück Zucker in den Kaffee. 2. Möchten Sie noch ein Stück Kuchen? 3. Was kosten die Kulis? – Ein Euro pro Stück. 4. Ich begleite dich ein Stück. 5. Er spielt in dem Stück die Hauptrolle.|1. I take two sugar in the coffee. 2. Would you like a piece of cake? 3. What do the kulis cost? - One euro per piece. 4. I accompany you a piece. 5. He plays the main role in the piece. |2|0|never|never
die Studie, -n|1. Wir führen eine Studie über Arbeitslosigkeit durch. 2. Eine aktuelle Studie zeigt, dass die Umweltverschmutzung zunimmt.|1. We conduct a study on unemployment. Dissivity. 2. A recent study shows that pollution increases. |2|0|never|never
studieren, studiert, studierte, hat studiert|1. Mein Sohn will Medizin studieren. 2. Ich studiere in Mainz.|1. My son wants to study medicine. 2. I study in Mainz. |4|0|never|never
der Student, -en die Studentin, -nen|Schüler und Studenten zahlen die Hälfte.|Pupils and students pay half. |3|0|never|never
der Studierende, -n die Studierende, -n|Zehn Studierende besuchen das Seminar.|Ten students visit the seminar. |3|0|never|never
das Studium, Studien|Sie brauchen für diese Stelle ein abgeschlossenes Studium.|You need a completed studies for this point. |2|0|never|never
das Studio, -s|Zu Gast im Studio sind heute ...|Guest in the studio are today ... |2|0|never|never
die Stufe, -n|1. Vorsicht, Stufe! 2. Die Volkshochschule bietet Sprachkurse auf verschiedenen Stufen an.|1. Caution, Level! 2. The Volkshochschule offers language courses on different levels. Courses on different stages. |2|0|never|never
der Stuhl, ¨-e|Da hinten ist noch ein Stuhl frei.|There is still a chair left behind. |2|0|never|never
stumm|Stell bitte dein Handy leise oder auf stumm.|Please quietly or mute your phone. |1|0|never|never
die Stunde, -n|1. Ich bin in einer Stunde wieder zurück. 2. Wir haben heute nur vier Stunden Schule. 3. Ich warte seit zwei Stunden auf dich.|1. I'm back in an hour. 2. We only have four hours of school today. 3. I wait for you for two hours. |2|0|never|never
der Sturm, ¨-e|Im Radio haben sie Regen und Sturm angesagt.|On the radio you have the rain and storm announced. |2|0|never|never
stürzen, stürzt, stürzte, ist gestürzt|1. Ich bin auf der Straße gestürzt und habe mir den Fuß gebrochen. 2. Bitte pass auf der Treppe auf, dass du nicht hinunterstürzt!|1. I'm overthrown on the street and broke my foot. 2. Please take care on the stairs that you do not fall down! |4|0|never|never
suchen, sucht, suchte, hat gesucht|1. Ich suche meine Brille. 2. Wir suchen eine größere Wohnung. 3. Wen suchen Sie?|1. I am looking for my glasses. 2. We are looking for a larger apartment. 3. Who are you looking for? |4|0|never|never
die Sucht, ¨-e|1. Die Sucht nach Medikamenten nimmt zu. 2. Er kämpft gegen seine Alkoholsucht. 3. Das Internet kann zur Sucht werden.|1. The addiction to drugs increases. 2. He fights against his alcohol addiction. 3. The Internet can be searched for. |2|0|never|never
süchtig|1. Ich bin süchtig nach Schokolade. 2. Fernsehen kann süchtig machen.|1. I am addicted to chocolate. 2. Television can be addicted. |1|0|never|never
das Suchtmittel, -|Manche Medikamente sind auch Suchtmittel.|Some medications are also addictive. |2|0|never|never
die Summe, -n|Die Summe scheint mir zu hoch!|The sum seems too high for me! |2|0|never|never
super|1. Das war ein super Film! 2. Er kann super tanzen. 3. Weißt du was? Ich komme mit. – Super!|1. That was a great movie! 2. He can dance great. 3. Do you know what? I come with. - Super! |1|0|never|never
der Supermarkt, ¨-e|Donnerstags gehe ich immer in den Supermarkt.|On Thursdays I always go to the supermarket. Permarket. |2|0|never|never
die Suppe, -n|Schmeckt dir die Suppe?|Tastes the soup? |2|0|never|never
süß|1. Ich esse gern süße Sachen. 2. Das ist aber ein süßes Baby!|1. I like eating sweet things. 2. But that's a sweet baby! |1|0|never|never
das Symbol, -e|1. Das Herz ist ein Symbol für die Liebe. 2. Auf dem Bildschirm finden Sie viele Symbole.|1. The heart is a symbol of love. 2. On the screen you will find many symbols. |2|0|never|never
sympathisch|Ich finde unsere neue Kollegin sehr sympathisch.|I find our new colleague very sympathetic. |1|0|never|never
das System, -e|1. Welches Betriebssystem hast du? 2. Ich kenne Ihr System nicht. Können Sie es mir erklären?|1. Which operating system do you have? 2. I do not know your system. Can you explain it to me? |2|0|never|never
die Szene, -n|1. In dieser Szene des Films stirbt der Held. 2. Ich kenne mich in der Szene nicht aus. Ich bin zu alt. 3. Bitte mach keine Szene!|1. In this scene of the movie dies the hero. 2. I do not know myself in the scene. I'm too old. 3. Please do not a scene! |2|0|never|never
die Tabelle, -n|Tragen Sie die richtige Information in die Tabelle ein.|Enter the correct information in the table. |2|0|never|never
die Tablette, -n|Nehmen Sie dreimal täglich eine Tablette.|Take a tablet three times a day. |2|0|never|never
die Tafel, -n|1. Der Lehrer schreibt das neue Wort an die Tafel. 2. Sie finden am Eingang eine Tafel mit Informationen. 3. Ich hätte gern zwei Tafeln Schokolade.|1. The teacher writes the new word to the blackboard. 2. You will find a blackboard with information at the entrance. 3. I would like to chocolate two boards. |2|0|never|never
der Tagesablauf, ¨-e|Wie ist Ihr Tagesablauf?|How is your daily routine? |2|0|never|never
das Tal, ¨-er|Unser Dorf liegt in einem Tal.|Our village is located in a valley. |2|0|never|never
das Talent, -e|Sie hat großes Talent für Musik.|She has great talent for music. |2|0|never|never
tanken, tankt, tankte, hat getankt|1. Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr. 2. Bitte einmal volltanken!|1. We absolutely have to refuel. We have almost no gasoline anymore. 2. Please fill in! |4|0|never|never
die Tankstelle, -n|Wo ist die nächste Tankstelle?|Where is the nearest gas station? |2|0|never|never
die Tante, -n|Die Familie meiner Mutter ist sehr groß, daher habe ich viele Tanten.|My mother's family is very big, so I have many aunts. |2|0|never|never
tanzen, tanzt, tanzte, hat getanzt|Auf der Hochzeit haben wir viel getanzt.|On the wedding we danced a lot. |4|0|never|never
der Tanz, ¨-e|Diese modernen Tänze kann ich nicht.|I can not do these modern dances. |2|0|never|never
die Tasche, -n|1. Ich habe nicht viel Gepäck, nur eine Tasche. 2. Meine Jacke hat keine Taschen.|1. I do not have much luggage, just a bag. 2. My jacket has no bags. |2|0|never|never
das Taschengeld, -er|Wie viel Taschengeld bekommst du im Monat?|How much pocket money do you get a month? |2|0|never|never
das Taschentuch, ¨-er|Hast du ein Taschentuch für mich?|Do you have a handkerchief for me? |2|0|never|never
die Tasse, -n|1. Die Tassen sind von meiner Großmutter. 2. Möchten Sie eine Tasse Kaffee?|1. The cups are from my grandmother. 2. Would you like a cup of coffee? |2|0|never|never
die Tastatur, -en|Die Tastatur an meinem Computer ist ganz neu.|The keyboard on my computer is brand new. |2|0|never|never
die Taste, -n|1. An der Fernbedienung ist eine Taste kaputt. 2. Du musst jetzt die Stopp-Taste drücken.|1. A key is broken on the remote control. 2. You must now press the stop button. |2|0|never|never
die Tat, -en|Dieser Mensch hat mit vielen guten Taten geholfen.|This man helped with many good deeds. |2|0|never|never
der Täter, - die Täterin, -nen|Die Polizei hat den Täter endlich gefasst.|The police finally put the perpetrator. |3|0|never|never
die Tätigkeit, -en|Welche Tätigkeit würde Ihnen Spaß machen?|What activity would you have fun? |2|0|never|never
die Tatsache, -n|Das widerspricht den Tatsachen.|This contradicts the facts. |2|0|never|never
tatsächlich|Die Hose ist tatsächlich zu klein, obwohl sie so groß aussieht.|The pants are actually too small, though it looks so big. |1|0|never|never
taub|1. Sie hört schlecht, sie ist schon fast taub. 2. Bist du taub? Ich spreche mit dir!|1. She hears bad, she is almost numb. 2. Are you deaf? I speak with you! |1|0|never|never
tauchen, taucht, tauchte, ist/hat getaucht|Ich möchte im Urlaub wieder tauchen gehen.|I want to go diving again on vacation. |4|0|never|never
tauschen, tauscht, tauschte, hat getauscht|1. Ich würde meinen Kuchen gegen dein Brot tauschen. 2. Wollen wir die Plätze tauschen?|1. I would swap my cake against your bread. 2. Do we want to swap the places? |4|0|never|never
die Technik, -en|1. Ich verstehe nicht viel von Technik. 2. Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.|1. I do not understand much of technology. 2. To solve the tasks, you need a good working technique. |2|0|never|never
technisch|1. Es gab ein technisches Problem. 2. Sind Sie technisch interessiert?|1. There was a technical problem. 2. Are you technically interested? |1|0|never|never
die Technologie, -n|Große Fortschritte gab es in der Technologie.|There were great progress in technology. |2|0|never|never
der Tee|1. Bitte einen Tee mit Zitrone. 2. Was kostet dieser Tee hier?|1. Please make a tea with lemon. 2. What does this tea cost here? |1|0|never|never
Tee ziehen lassen|Diesen Tee sollte man 10 Minuten ziehen lassen.|You should leave this tea for 10 minutes. |1|0|never|never
teilen, teilt, teilte, hat geteilt|1. Mein Mann und ich teilen uns die Arbeit. 2. Wollen wir uns eine Pizza teilen? 3. Was machst du mit dem Gewinn? – Ich teile ihn mit meiner Familie.|1. My husband and I share our work. 2. Do we want to share a pizza? 3. What are you doing with the profit? - I share him with my family. |4|0|never|never
das Teil, -e|Dieses Teil müssen wir erst bestellen.|We only have to order this part. |2|0|never|never
der Teil, -e|1. Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden 2. Der Film hat zwei Teile. Heute kommt Teil 1. 3. Gefällt dir der neue Job? – Nur zum Teil.|1. What is in the letter? I did not understand the first part 2. The film has two parts. Today is Part 1. 3. Do you like the new job? - only partly. |2|0|never|never
die Teilzeit|Ich arbeite im Moment nur Teilzeit.|I only work part-time at the moment. |1|0|never|never
teilnehmen, nimmt teil, nahm teil, hat teilgenommen|Leider konnte ich an dem Kurs nicht regelmäßig teilnehmen.|Unfortunately, I could not participate in the course regularly. |4|0|never|never
die Teilnahme, -n|Die Teilnahme am Gewinnspiel ist kostenlos.|Participation in the raffle is free. |2|0|never|never
der Teilnehmer, - die Teilnehmerin, -nen|Die Teilnehmerinnen aus unserem Kurs kommen aus verschiedenen Ländern.|The participants from our course come from different countries. |3|0|never|never
telefonieren, telefoniert, telefonierte, hat telefoniert|1. Ich muss kurz telefonieren. 2. Mein Mann telefoniert gerade. Können Sie später noch einmal anrufen?|1. I have to call briefly. 2. My husband is calling straight. Can you call again later? |4|0|never|never
das Telefon, -e der Teller, -|1. Darf ich bitte Ihr Telefon benutzen? 1. Stell bitte schon mal die Teller auf den Tisch! 2. Willst du noch einen Teller Suppe?|1. May I use your phone please? 1. Please put the plates on the table! 2. Do you want a plate of soup? |3|0|never|never
die Temperatur, -en|Die Temperaturen steigen heute um 10 Grad.|The temperatures rise today by 10 degrees. |2|0|never|never
das Tempo|1. Hier darfst du nur Tempo 30 fahren. 2. Achtung, hier ist eine Tempo-30-Zone!|1. Here you can only drive tempo 30. 2. Attention, here is a tempo 30 zone! |1|0|never|never
das Tennis|Ich spiele gern Tennis.|I like to play tennis. |1|0|never|never
der Teppich, -e|1. Ich habe mir einen neuen Teppich gekauft. 2. Habt ihr in eurer neuen Wohnung Teppich oder einen Holzfußboden?|1. I bought a new carpet. 2. Do you have carpet in your new apartment or a wooden floor? |2|0|never|never
der Termin, -e|Als Termin schlage ich den 3. Mai vor.|As an appointment, I suggest May 3. |2|0|never|never
der Terminkalender, -|Hast du unser Treffen schon in deinen Terminkalender eingetragen?|Did you already register our meeting in your diary? |2|0|never|never
die Terrasse, -n|Setzen wir uns auf die Terrasse!|Let's sit on the terrace! |2|0|never|never
testen, testet, testete, hat getestet|Testen Sie unsere Angebote kostenlos.|Try our offers for free. |4|0|never|never
der Test, -s|Ich bin ganz sicher: Du wirst den Test schaffen.|I'm sure: you will work the test. |2|0|never|never
teuer|Ich finde das Geschäft nicht teuer.|I do not find the business expensive. |1|0|never|never
der Text, -e|Lesen Sie den Text.|Read the text. |2|0|never|never
das Theater, -|Wir gehen nächste Woche ins Theater.|We go to the theater next week. |2|0|never|never
das Thema, Themen|Wir haben im Kurs viel über das Thema Umwelt gesprochen.|We talked a lot about the topic in the course. |2|0|never|never
theoretisch|Ich habe die theoretische Prüfung bestanden. Nach der praktischen habe ich den Führerschein.|I passed the theoretical exam. After practical. After practical I have the driver's license. |1|0|never|never
die Theorie, -n|Das ist die Theorie. In der Praxis ist vieles ganz anders.|That's the theory. In practice, much is very different. |2|0|never|never
die Therapie, -n|Die Therapie hat geholfen. Es geht mir schon viel besser.|The therapy helped. I'm already feeling better. |2|0|never|never
das Ticket, -s|1. Wir müssen die Tickets für unseren Flug ausdrucken. 2. Ich kaufe heute Tickets für das Konzert.|1. We have to print the tickets for our flight. 2. I buy tickets for the concert today. |2|0|never|never
tief|1. Vorsicht, Kinder! Das Wasser ist hier sehr tief. 2. Der Schrank ist drei Meter breit und 60 Zentimeter tief. 3. Bitte jetzt tief einatmen!|1. Caution, children! The water is very deep here. 2. The closet is three meters wide and 60 centimeters deep. 3. Please inhale deep breath now! |1|0|never|never
das Tier, -e|Er mag Tiere sehr und geht darum oft in den Zoo.|He likes animals very much and often goes into the zoo. |2|0|never|never
das Haustier, -e|Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.|Does your family have a pet? - Yes, we have a dog. |2|0|never|never
der Tierpark, -s|Wollen wir am Samstag mit den Kindern in den Tierpark gehen?|Do we want to go to the animal park on Saturday with the children? |2|0|never|never
der Tipp, -s|Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?|Can you give me a hint? Where can I find cheap furniture? |2|0|never|never
tippen, tippt, tippte, hat getippt|Wie schnell kannst du tippen?|How fast can you tap? |4|0|never|never
der Tisch, -e|Das Essen steht schon auf dem Tisch.|The food is already on the table. |2|0|never|never
der Titel, -|1. Wie heißt der Film? – Ich weiß den Titel nicht mehr. 2. Haben Sie einen Titel? – Ja, Doktor.|1. What's the name of the movie? - I do not know the title anymore. 2. Do you have a title? - Yes, doctor. |2|0|never|never
die Tochter, ¨-|Das ist meine Tochter Katharina.|That's my daughter Katharina. |2|0|never|never
der Tod|Ich habe ihn vor seinem Tod noch einmal gesehen.|I saw him again before his death. |1|0|never|never
tödlich|Dieses Gift kann für den Menschen tödlich sein.|This poison can be fatal to humans. |1|0|never|never
die Toilette, -n|Wo ist die Toilette, bitte?|where is the toilet, please? |2|0|never|never
tolerant|Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.|The neighbors often hear music. We have to be very tolerant. |1|0|never|never
toll|1. Ich habe mir ein tolles Kleid gekauft. 2. Unser Urlaub war toll.|1. I bought a great dress. 2. Our holiday was great. |1|0|never|never
die Tomate, -n → A: Paradeiser|Kauf bitte noch Tomaten auf dem Markt.|Please do not buy tomatoes on the market. |2|0|never|never
der Topf, ¨-e (D, A) → CH: Pfanne|1. Dieses Jahr haben wir keine Töpfe mit Blumen auf dem Balkon. 2. Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen. → (CH: Pfanne)|1. This year we have no pots with flowers on the balcony. 2. Do not you have a bigger pot? I want to cook potatoes. → (CH: pan) |3|0|never|never
das Tor, -e|1. Hinter dem Tor geht es zur Fabrik. 2. Die Mannschaft konnte vier Tore schießen.|1. Behind the gate is the factory. 2. The team could shoot four goals. |2|0|never|never
die Torte, -n|Zum Geburtstag backe ich dir eine Torte.|For his birthday, I bake you a pie. |2|0|never|never
tot|Meine Großeltern sind schon lange tot.|My grandparents have been dead for a long time. |1|0|never|never
der Tote, -n die Tote, -n|Bei dem Unfall gab es zwei Tote.|In the accident there were two dead. |3|0|never|never
total|Der Film war total langweilig.|The movie was totally boring. |1|0|never|never
der Tourismus|In dieser Gegend gibt es viel Tourismus.|There is plenty of tourism in this area. |1|0|never|never
der Tourist, -en die Touristin, -nen|Es kommen immer mehr Touristen in unsere Stadt.|There are more and more tourists in our city. |3|0|never|never
die Tradition, -en|Eine große Hochzeit mit vielen Leuten ist bei uns Tradition.|A big wedding with many people is tradition with us. |2|0|never|never
traditionell|Ich mag die traditionelle Küche.|I like the traditional cuisine. |1|1|2021/04/17|2021/04/17
tragen, trägt, trug, hat getragen|1. Lass mich den Koffer tragen. Der ist zu schwer für dich. 2. Mein Bruder trägt eine Brille. 3. Die Kosten trägt die Krankenkasse.|1. Let me carry the suitcase. That's too hard for you. 2. My brother wears glasses. 3. The costs bears the health insurance. |4|0|never|never
trainieren, trainiert, trainierte, hat trainiert|Wir trainieren einmal pro Woche im Sportverein.|We train once a week in the sports club. |4|1|2021/04/17|2021/04/17
der Trainer, - die Trainerin, -nen|Ich finde unseren Trainer sehr nett.|I find our coach very nice. |3|0|never|never
das Training, -s|1. Jeden Dienstag ist Training. 2. Ich gehe jede Woche zum Training.|1. Every Tuesday is training. 2. I go for training every week. |2|0|never|never
das Tram, -s → D, A: Straßenbahn|Fahren wir mit dem Tram oder dem Bus?|Are we going with the tram or bus? |3|0|never|never
die Träne, -n transportieren, transportiert, transportierte, hat transportiert|Sie trocknet dem Kind die Tränen. Wie willst du die Möbel denn transportieren?|She dries the tears to the child. How do you want to transport the furniture? |5|0|never|never
der Transport, -e|Was kostet der Transport?|How much is the transport? |2|0|never|never
träumen, träumt, träumte, hat geträumt|1. Ich habe schlecht geträumt. 2. Ich träume von einem großen Haus mit Garten.|1. I dreamed badly. 2. I dream of a large house with garden. |4|0|never|never
der Traum, ¨-e|Mein Traum ist ein eigenes Geschäft.|My dream is a separate business. |2|0|never|never
Traum-|Mein Traumberuf ist Feuerwehrmann.|My dream profession is firefighter. |1|0|never|never
traurig|1. Ich bin traurig. Ich darf nicht mitfahren. 2. Das war ein sehr trauriger Film.|1. I am sad. I can not ride. 2. That was a very sad movie. |1|0|never|never
treffen, trifft, traf, hat getroffen|1. Wir treffen uns immer freitags. 2. Ich habe Petra zufällig in der Stadt getroffen.|1. We always meet on Fridays. 2. I randomly met Petra in the city. |4|1|2021/04/17|2021/04/17
der Treffpunkt, -e|Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.|Our meeting place is at 5 pm at the main station. |2|0|never|never
treiben, treibt, trieb, hat getrieben|Welchen Sport treibst du?|Which sport are you doing? |4|0|never|never
(sich) trennen, trennt, trennte, hat getrennt|1. Wir leben getrennt. 2. Meine Freundin und ihr Mann haben sich getrennt. 3. Wir müssen den Müll trennen. Das kommt zum Altpapier.|1. We live separately. 2. My girlfriend and her husband have separated. 3. We have to separate the garbage. That comes to the waste paper. |4|0|never|never
die Trennung, -en|1. Die Trennung von der Familie war schwierig. 2. Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung.|1. The separation from the family was difficult. 2. My colleague is not yet divorced, but she lives in separation. |2|0|never|never
getrennt leben|Ich lebe getrennt von meiner Frau.|I live separately from my wife. |1|0|never|never
die Treppe, -n (D, CH) → A: Stiege|1. Wo ist die Toilette? – Die Treppe hoch und dann links. 2. Meine Oma kann nicht gut Treppen steigen.|1. Where is the toilet? - The stairs high and then left. 2. My grandma can not rise well stairs. |3|0|never|never
das Treppenhaus, ¨-er (D, CH) → A: Stiegenhaus|Im Treppenhaus ist kein Licht.|There is no light in the staircase. |3|0|never|never
treten, tritt, trat, hat/ist getreten|1. Ich bin in ein Stück Glas getreten. 2. Au! Du hast mich getreten!|1. I started in a piece of glass. 2. Au! You stepped me! |4|0|never|never
treu|Herr Maier ist ein treuer Kunde von uns.|Mr. Maier is a faithful customer of us. |1|0|never|never
trinken, trinkt, trank, hat getrunken|Trinken Sie einen Tee mit uns?|Drink a tea with us? |4|0|never|never
das Trinkgeld, -er|Ich habe dem Kellner zwei Euro Trinkgeld gegeben.|I have given the waiter two Euro tip. |2|0|never|never
trocken|1. Die Wäsche ist noch nicht trocken. 2. Hoffentlich regnet es bald. Alles ist ganz trocken. 3. Bitte einen trockenen Wein.|1. The laundry is not dry yet. 2. Hopefully it will soon be raining. Everything is completely dry. 3. Please a dry wine. |1|0|never|never
trocknen, trocknet, trocknete, hat/ist getrocknet|1. Ich habe mir die Haare getrocknet. 2. Die Farbe ist schnell getrocknet.|1. I dried my hair. 2. The color is dried quickly. |4|0|never|never
die Tropfen (Pl.)|1. Hast du die Tropfen schon genommen? 2. Wegen der paar Regentropfen brauchst du doch keinen Schirm.|1. Did you take the drops already? 2. Because of the pair of raindrops you do not need a screen. |1|0|never|never
das Trottoir, -s (CH) → Gehsteig (D, A)|Das Velofahren auf dem Trottoir ist nicht erlaubt.|Velo driving on the trottoir is not allowed. |3|0|never|never
trotz|Trotz Grippe bin ich zur Arbeit gegangen.|Despite the flu I went to work. |1|0|never|never
trotzdem|Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.|It was pretty cold. Nevertheless, I went swimming. |1|1|2021/04/17|2021/04/17
das Tuch, ¨-er|1. Wo hast du dieses schöne Tuch gekauft? 2. Die Handtücher sind im Schrank ganz oben. 3. Hast du ein Taschentuch für mich?|1. Where did you bought this beautiful cloth? 2. The towels are at the top of the cabinet. 3. Do you have a handkerchief for me? |2|0|never|never
tun, tut, tat, hat getan|1. Ich habe heute viel zu tun. 2. Was kann ich für Sie tun? 3. Ich habe zu viel Zucker in den Kaffee getan. 4. Es tut mir leid. Ich kann nicht kommen. 5. Der Arm tut mir weh. 6. Ich habe endlich mal ausgeschlafen. Das hat gut getan.|1. I have a lot to do today. 2. What can I do for you? 3. I have done too much sugar in the coffee. 4. I'm sorry. I can not come. 5. The arm hurts me. 6. I finally cleared out. That felt good. |4|0|never|never
die Tür, -en|Machen Sie bitte die Tür zu! Es zieht.|Please close the door! It pulls. |2|0|never|never
der Turm, ¨-e|Kommen Sie auf den Turm, von hier sieht man die ganze Stadt.|Come on the tower, from here you can see the whole city. |2|0|never|never
die Tüte, -n|Brauchen Sie eine Tüte für den Salat?|Need a bag for the salad? |2|0|never|never
der Typ, -en|1. Mein Nachbar ist ein netter Typ. 2. Was für ein Typ bist du? Was machst du gerne? 3. Kennen Sie sich mit den verschiedenen Typen aus? Auch mit meinem Auto?|1. My neighbor is a nice guy. 2. What kind of guys are you? What do you like to do? 3. Do you know yourself with the different types? Also with my car? |2|0|never|never
typisch|1. Im Hotel gab es typisch deutsches Essen. 2. Er kommt wieder zu spät, das ist typisch. 3. Diese Musik ist typisch für dieses Land.|1. In the hotel there were typical German food. 2. He comes back too late, that's typical. 3. This music is typical of this country. |1|0|never|never
die U-Bahn, -en|Ich fahre mit der U-Bahn.|I drive with the subway. |2|0|never|never
üben|Ich lerne gerade Gitarre spielen. Ich übe jeden Tag zwei Stunden.|I'm just learning to play guitar. I practice two hours every day. |1|0|never|never
die Übung, -en|1. Diese Übung war sehr schwer. 2. Ich fahre nicht oft Auto. Mir fehlt die Übung.|1. This exercise was very difficult. 2. I do not drive often. I am missing practice. |2|0|never|never
über|1. Die Müllers wohnen direkt über uns. 2. Pass bitte auf, wenn du über die Straße gehst. 3. Fahren Sie über Stuttgart oder über Würzburg? 4. Übers Wochenende fahren wir in die Berge. 5. Kinder über zehn Jahre müssen voll bezahlen. 6. Ich suche ein Buch über die deutsche Küche.|1. The Müller's live directly above us. 2. Please pay attention when you go across the street. 3. Drive over Stuttgart or about Würzburg? 4. We drive into the mountains over the weekend. 5. Children over ten years must pay full. 6. I am looking for a book about German cuisine. |1|0|never|never
überall|Ich habe überall gesucht, aber meine Brille ist weg.|I searched everywhere, but my glasses is gone. |1|0|never|never
überfahren, überfährt, überfuhr, hat überfahren|Gestern hat ein Autofahrer einen Hund überfahren.|Yesterday, a motorist has run over a dog. |4|0|never|never
überhaupt|1. Die Suppe schmeckt mir überhaupt nicht. 2. Tut mir leid. Ich habe überhaupt keine Zeit. 3. Du willst mit meinem Auto fahren? Hast du überhaupt einen Führerschein?|1. The soup does not taste at all. 2. I'm sorry. I have no time at all. 3. You want to drive with my car? Do you even have a driver's license? |1|0|never|never
überholen, überholt, überholte, hat überholt|Hier dürfen Lkws nicht überholen.|Here, trucks can not overtake. |4|0|never|never
überlegen, überlegt, überlegte, hat überlegt|1. Ich kann mich nicht entscheiden. Ich muss mir das noch überlegen. 2. Ich habe mir überlegt, ein Auto zu kaufen.|1. I can not decide. I still have to think about it. 2. I thought about buying a car. |4|0|never|never
übermorgen|Morgen kann ich nicht. Wir sehen uns übermorgen.|Tomorrow I can not. See you the day after tomorrow. |1|0|never|never
übernachten, übernachtet, übernachtete, hat übernachtet|Wir haben auf dem Campingplatz übernachtet.|We stayed at the campsite. |4|0|never|never
die Übernachtung, -en|In diesem Hotel kostet die Übernachtung mit Frühstück 90 Euro.|In this hotel, the overnight stay with breakfast costs 90 euros. with breakfast 90 euros. |2|0|never|never
übernehmen, übernimmt, übernahm, hat übernommen.|Ich habe das Geschäft von meinem Vater übernommen.|I have taken the business of my father. |4|0|never|never
überprüfen, überprüft, überprüfte, hat überprüft|Bitte überprüfen Sie, ob Ihr Name richtig geschrieben ist.|Please check if your name is written correctly. |4|0|never|never
überqueren, überquert, überquerte, hat überquert|Bitte die Straße nur an der Ampel überqueren.|Please cross the road only at the traffic light. |4|0|never|never
überraschen, überrascht, überraschte, hat überrascht|Ich bin ganz überrascht, dass die Wohnung so billig ist.|I am quite surprised that the apartment is so cheap. |4|0|never|never
